,CONTENT,ABUSE
4453,Tested negative,0
4454,What don't you get no,0
4455,"Yes, Test received it is being completed by my daughter and sent out today",0
4456,Yes thank you,0
4457,Was the college like that when you left,0
4458,Just watching kids is not fun anymore,0
4459,I would like to talk with someone if your solution would work for us as we build our next pilot group to get user feedback and monthly costs to see if we can afford it. Mark Pomeroy: mobile: (402) 617-4959 Email: mark@syncwithgod.com,0
4460,For what position,0
4461,Good morning! Please sign me up for team texts. Thank you! Terri Benscoter,0
4462,"Hola, POR favor me puedes confirmar si tienen esta articulo en existencia #202639 Gracias!",0
4463,"Yes, time, and location?",0
4464,What time ?,0
4465,Where located at?,0
4466,Hi confirming 1140? They had said 1120,0
4467,Where and what time,0
4469,I am on my way.,0
4470,Works for me,0
4472,5 to 10 minutes late.,0
4473,Ssd's top,0
4474,Thank you US Relocation. we are all good. Do Not contact again!,0
4475,"Ok, thanks",0
4476,Yes he did and Iam at my delivery place thank you,0
4477,No todavia no me llega,0
4478,Please give to someone else I was able to borrow the book.Cheryl Pearson,0
4479,Thank you. I found it,0
4480,On the initial email that attachment was blank please send again.,0
4481,Excellent thanks?,0
4482,"Roberta, Officially lock in your rate for Crunch Lynn! Don't wait! Join NOW at crunch.com/locations/lynn | Early access open for the next 24hrs! Text INFO for info, STOP to opt-out",0
4483,U guys called me at 10am this morning. I missed the call. Have been trying to call you back all day with no success,0
4484,Address please,0
4485,That's because it's the truth you don't want to know the truth,0
4486,"Yes, thanks.",0
4487,Tuesday or Wednesday ?,0
4488,I can attend on WEDNESDAY 9/29,0
4489,It's Wednesday/ 29,0
4490,Is Thursday or Friday this week ok?,0
4491,This is Brenda janeway,0
4492,Yes !Correction please Tuesday is September 28 I could attend the orientation,0
4493,Wednesday 9/29,0
4494,STOP THIS IS NOT RONEKA'S NUMBER. WRONG PERSON!!,0
4495,"That's Wednesday, the 29th correct?",0
4496,Yes I am,0
4497,"Do u mean Tuesday 9/28 or Wednesday 9/29 ? Anyway, it's yes to either day.",0
4498,Do you mean Wednesday?,0
4499,9/29 is a Wednesday,0
4500,Tuesday is 28th Wednesday is 29th. I am able to do Wednesday the 29th,0
4501,Thank you for your assistance. We went with PODS,0
4502,"No, I didn't",0
4503,I am scheduled to start on Wednesday 9/29. I am waiting to hear the details of what time and where. Thank you in advance,0
4504,Yes on the 29,0
4505,Wednesday is 9/29,0
4506,I thought it is at 5. Can you please confirm? I am fine with 5:40,0
4507,"Yes, its Wednesday",0
4508,"Hola!! No, ni mi hijo, ni yo tenemos ning?n de esos s?ntomas. Gracias!!",0
4509,"Hello. Yes, Wednesday 9/29",0
4510,I need the adress please,0
4511,Are there any other available dates?,0
4512,If I need any assistance I will get in touch with you please stop texting me,0
4513,Stop now,0
4514,"Tuesday is the 29th, Wednesday is the 29th. Which day is it?",0
4515,No tenemos ninguno de estos s?ntomas,0
4516,Tuesday or the 29th?,0
4517,No my physical appointment is conflicting with the orientation time,0
4518,"GUIDE MAIL TO: 24598 GULF BAY RD APT B-2 ORANGE BEACH,AL 36561",0
4519,I did my injections today just wondering how do I do my doctor's appointment today,0
4520,"I'm not Janice, I don't reside in GA, please stop the harassment!!",0
4521,Tuesday is 9/28,0
4522,Please please leave me the f*** alone,0
4523,Yes for Wednesday 29,0
4524,When are you going to call?,0
4525,Take me off your list,0
4526,Stop Tabitha Martin/Country Girl,0
4527,"Do you have a veloster ? I would choose white and any extra sporty features,",0
4528,9/28/21 Sarah kim Â¾ÃÂ´ÃÂ¿Ã¤ Jeong j chang Â¾ÃÂ´ÃÂ¿Ã¤,0
4529,"Hello! My name is Jaclyn, I'm 17 weeks pregnant and I am considering an open adoption. I am not financially sound to ensure a good lifestyle for my child, and I truly want what's best for him/her to have the best life they can have!",0
4530,Yes confirm,0
4531,I thought the 29th is Wednesday,0
4532,Please cancel this appointment,0
4533,[Auto Reply] I'm sleeping right now. Will try to get back to you later. Sorry for the inconvenience.,0
4534,Please Remove my name. I don't live in Florida anymore.,0
4535,Yes am available,0
4536,Will be there at 7.30,0
4537,Please make sure they are on ice I have to call someone to bring them into my house I cannot get to the door,0
4538,"Driving, can't text. Sent from MY TITAN",0
4539,Ok. Thank you. Paul Trippel,0
4540,Do you have any size 8?,0
4541,Try was told 9/29.,0
4542,Cancel this appointment please,0
4543,Hi! Which Hunter Rain Boots do you have available?,0
4544,CKlient Kathryn Martin no worker Erika Kang no for to day,0
4545,"I received my order today. Monday, Sept. 27th",0
4546,9/29 is wednesday. And yes i was told to attend orientation that day.,0
4547,Ok cool see u then,0
4548,9/29 is Wednesday,0
4549,Liked Â¡Â°Tom Tours:Viaje directo a GUAYAQUIL por $550 con JetBlue con 1 maleta Oct y Nov Llame a TOM TOURS con Magally al 201-392-0600 Txt STOP to OptOutÂ¡Â±,0
4550,Can i make an appt,0
4551,I am scheduled to start 10/06,0
4552,A El Salvador porfavor,0
4553,Is it Tuesday 09/28 or Wed 09/29?,0
4554,Yes they gave me the wrong address on the way now,0
4555,i dropped out confused why i'm getting this message,0
4556,?????took of work,0
4557,No me mando lo del carrito,0
4558,Yes I can attend nychh orientation Tuesday,0
4559,You have the wrong person,0
4560,Yes I am able thank you,0
4561,Ok. So who do I make the payment to and where do I send it? Do you take personal checks or American Express? How does the payment plan work? Thanks.,0
4562,I'm here on orientation today,0
4563,Le gust? Â¡Â°Tom Tours:Viaje directo a GUAYAQUIL por $555 con JetBlue con 1 maleta Oct y Nov Llame a TOM TOURS al 631-231-7777 Txt STOP to OptOutÂ¡Â±,0
4564,Hello! I cannot do 9/28th. What would be the next Day!,0
4565,Not 28th,0
4566,Friday oct 1st,0
4567,2mins out,0
4568,Nobody has arrived yet,0
4569,Need help with my account ASAP please,0
4570,STOP !!!!!!,0
4571,stop ?,0
4573,"Hi, I decided to use another company. Thank you for taking the time to provide a quote.",0
4574,If so,0
4575,IÂ¡Â¯m driving with Do Not Disturb While Driving turned on. IÂ¡Â¯ll see your message when I get where IÂ¡Â¯m going.,0
4576,"Hello. Isn't it wednesday, 9/29? Thank you!",0
4577,I think is for you,0
4578,Ok I will be home,0
4579,I cannot get any of your phones to answer and one phone # is no longer working. Please cancel my 9-29-2021 appointment. Thanks ??,0
4580,"INTZ, PAR and GAN These are the three that M fool suggested as a buy",0
4581,Is this to our up a commercial or industrial building?,0
4582,Que dise este mensageiga,0
4583,Hello. Tomorrow is the 28th. 9/29 is Wednesday please clarify?,0
4584,9/29 is Wednesday .Do you mean Tuesday 9/28 or Wednesday 9/29 ??,0
4585,I am fine,0
4586,i texted back earlier this morning that I want to work out a payment plan so that doesn't happen,0
4587,I have tested negative.,0
4588,I will be able to attend 10/04,0
4589,Looking for dental cards. Don't need help.,0
4590,I'm so sorry for the late response . Yes I can talk .,0
4591,X fabor uste sabe k nofalto amis sitas pero me siento un poco mal y pues orita k me controle saco sita,0
4592,"Cough. Fever last night, gone now",0
4593,I already got insurance thanks anyway,0
4594,I can join thr next meeting because I am still interested and i haven't shown up before because i had s death in the family and today and tomorrow is actually the service,0
4595,"Ba vCVZ '3Â¡Ã? .8 Vmc 5@;$=3,3= m?? ? ?",0
4596,But I am still waiting for someone to contact me since 9/22,0
4597,"(IÂ¡Â¯m not receiving notifications. If this is urgent, reply Â¡Â°urgentÂ¡Â± to send a notification through with your original message.)",0
4598,Got mine September 1,0
4599,I need financial help.,0
4600,Already done my biometric,0
4601,Please charge for TIP for movers 102.75.,0
4602,How to enroll.and what is a biometric screening.,0
4603,"Removed a laugh from Â¡Â°ALL SERVICES: We have added a new tab labeled ""Pocket Put Details"" at the bottom of each trade sheet. Check trade sheet for full details Txt STOP to OptOutÂ¡Â±",0
4604,"Removed a laugh from Â¡Â°MOONSHOT: SPY Trade 78 Update: we are exiting the Sept 27th, 444/441 put spread which will officially close the trad Txt STOP to OptOutÂ¡Â±",0
4605,"All of my payments are going through, I will have my bank do an audit",0
4606,"Laughed at Â¡Â°MOONSHOT: SPY Trade 78 Update: we are exiting the Sept 27th, 444/441 put spread which will officially close the trad Txt STOP to OptOutÂ¡Â±",0
4607,I'm clicking on link but it says in another meeting,0
4608,Please charge 578.00 for moving and 102.75 for tip for movers.,0
4609,Buenas tarde agradesco auoferta perono unas mekedaror mal y con eso memasta nuncamas viajare con Hustedes porfabor noincistan?ok,0
4610,Already got insurance,0
4611,I have asked you to stop I will report all number and the business if it continues so stop,0
4612,Joohui Kim No Yong Song No,0
4613,Tambia Beck-NO Thelma Beck-NO,0
4614,Gi Y Park No Client Kim Jae Kyung No,0
4615,No-Azaniah Smith No-Ethel McBroom,0
4616,"Young J Choi, No Young K Choi, No",0
4617,I found someone thank you.,0
4618,Is this Nevada Pain and Spine?,0
4619,They yes got here,0
4620,"9/28/21 PARK, MHIN ZHA NO LEE, KI WOON NO",0
4621,Ferdinand Delizo NO Betty Thompson NO,0
4622,El Salvador?,0
4623,Haemi Ki No Soon ye Cho No Thank You,0
4624,HOMECARE CLIENT COVID5.NO JUNG CHUN.BONG5.NO WORK YES 9/28/2021,0
4625,GO ahead and get fixed,0
4626,I can't get the email to work so I decided to text. The A/C does not work on Dozer # 1261 @ the Northshore mine project. Uncomfortable to operate..,0
4627,JIN YOUNG KIM NO. JEONG JA CHOI NO.,0
4628,find food,0
4629,No Mi kyoung Lee. No Client Shokbeom Lee. No,0
4630,Cassandra and James Moses no,0
4631,Nancy no Unn Han no,0
4632,"Christina c, no Julia larson, no",0
4633,When is my next apointment,0
4634,Sunny Kwon No Ok Lim No,0
4635,Delphine Tar no Magdalene Mbayi no,0
4636,Kim. Soonja. NO Kim. UI ja. NO 09/28/2021.,0
4637,"Hommaker : SUK, EUNHEE- No Client : PARK, JONGEHA -No 9/ 28/ 2021 ( Tuesday)",0
4638,(Carlena Funches)No (Willa Wilson) NO,0
4639,No th a no you,0
4640,Homemaker: Nam Park.Mi Kyung-No Client: Kim.Jung-No 9/28/21,0
4641,You advertise 2 $250000.where is it for $15.00 a month. This is suppose to be for seniors but low cost quotes are for the young.,0
4642,Lorie no Carolyn no Nancy no,0
4643,Young Rye yoo. No Jung ja Suh. No,0
4644,"Lee,eunsil no Kim, Hee ja no",0
4645,"Lee, eunsil no Yi, sue yeong no",0
4646,"Homemaker: EunChung Lee, No Client: Helen Whang, No",0
4647,"COVID SCREEN for September 27th Homemaker name: OMAR SYED, NO Client name: Siraj Syed, NO Client name: Shahnaz Fatima, NO",0
4648,"COVID SCREEN for September 28th Homemaker name: OMAR SYED, NO Client name: Siraj Syed, NO Client name: Shahnaz Fatima, NO",0
4649,Could Obot Obot please call me it is important,0
4650,9/29 is on Wednesday and not Tuesday. I'm available on 9/29. Thanks,0
4651,Park OK Sim. No Shin Young Soo. No Shin kiL cha. No,0
4652,Dad and I are going to Jacki's tomorrow evening for your German pizza. I have your extra car key in my purse remind me to give it to you.,0
4653,2320 high hill rd Swedesboro NJ 08085,0
4654,Need to cancel,0
4655,yes i am available on 9/29 wednesday,0
4656,"Connie Lee, No Chongsoon Pak, No",0
4657,October the 5th 3:15,0
4658,Misuk Lim No Sang so Lim No,0
4659,We need food,0
4660,Jennifer Kim no Jeong Soak Song No. Jennifer Kim no Kay Paik no,0
4661,Need a nightshift LPN/RN tomorrow night 1030p-630a. Please & thank you,0
4662,Eun ah Lim: NO Kyu Hong Lee: NO,0
4663,Care Giver Lim Jenny. Client Hwang kwitaek Â¾ÃÂ´ÃÂ¿Ã¤ Â¸Ã°ÂµÃ Â¾ÃÂ´ÃÂ¿Ã¤ Rhee Jane Â¸Ã°ÂµÃ Â¾ÃÂ´ÃÂ¿Ã¤.,0
4664,"Me no Client V?ctor, No Client Maria, No",0
4665,not needed thank you,0
4666,Appt is for 10:30 for nail clipping,0
4667,Yunsun No Myung Nam NO,0
4668,Client Patricia Cleveland No,0
4669,Miriam Ivette Cumba. NO Miriam Olivera. NO,0
4670,Do I have appointment today,0
4671,Can drive unit no tow,0
4672,Gemma-No Narcisa-No,0
4673,Aproveche este especial,0
4674,Chandrea No Mildred No,0
4675,Connie Perkins Einnoc3311@gmail.com 77573,0
4676,What is considered yard waste?,0
4677,I've met him before. He was my counselor for a bit at Safford and I go to the Tuesday thing he has. Just nervous to talk to someone.,0
4678,"Stephen Kim NO, Young Kim NO",0
4679,"Michael Kim No, Yong Rak Bae No",0
4680,Which one? I had 2.,0
4681,Julie no client Duane no,0
4682,Victoria dankhe no Alexander Shaba no,0
4683,"I may be a bit late because I have band until 8:50. Also, where do I go haha",0
4684,Seungjulee. No Hyungchulkim. No Boknamyoo. No,0
4685,Edith:NO Young;NO,0
4686,Christina no Mal no,0
4687,Accept for 6:00PM,0
4688,I'm interested in adopting a new born,0
4689,Tiffany Bonner NO Lois Loumis NO,0
4690,Vice President,0
4691,Hello Sangson Lee: No. Chun Kim: No. Donghoon Kim: No. As of 9/28/21. Thanks.,0
4692,Zahra no Kamal no,0
4693,"Dawn,No. PARLEE , No",0
4694,"Beatriz Hern?ndez, No Joanne Shafton, No Modesto Lagunas, No",0
4695,"Carrier would put us on a list if mums hospital would fax them a , referral . Then she could get the next bed but no dice. Monmouth can't refer if the patient is voluntary. She has a new shrink they set her up with. All this news from social worker Erica.",0
4696,Later ok,0
4697,The answer is 2. No,0
4698,My name is Aditya Sanyal,0
4699,Me No kimhui No,0
4700,The service guy told me to check the Freightliner in Cincinnati.... He said he doesn't order from that particular one but he orders from Freightliner and they don't quite fit exactly but they do work,0
4701,Nina no Roy Engstrom no,0
4702,Tomorrow (Me) No (Client) Kwejah Park. No,0
4703,Mumtaz Gowani. No Client kulsum Gowani. No,0
4704,Mar?a. G T?llez. No Client. Martin. T?llez. No,0
4705,This is Doris Hayes,0
4706,too many text scams,0
4707,"Yes !Wed, 9/29",0
4708,I tried one-handed yup your wife more,0
4709,Emphasized Â¡Â°Make-A-Wish Illinois: Walk For Wishes is Sunday October 17th. Register for FREE or donate NOW to help wish kids at http://wishwalk.org. Txt STOP to OptOutÂ¡Â±,0
4710,Do you guys help with housing. My family will be homeless on October 11th,0
4711,I normally work that but I can't volunteer this year as that's when i'll be out of town for the part of my trip that im not canceling,0
4712,Are you going to be a walker?,0
4713,Mom didn't have a psychiatrist. That's telling me she lowered her dosage on her own,0
4714,Thank you but I understand we don't need a quote.,0
4715,"Paeng Un S : NO Rho, Mun : NO",0
4716,Helen Talo- NO Client Doris Benjamin - NO,0
4717,Un stop,0
4718,WAY TO EXPENSIVE,0
4719,What's the word on your work?,0
4720,Or jobsite,0
4721,Daniel zaia no Elishu shemon no,0
4722,"No Kil ja, No",0
4723,Sorry wrong number,0
4724,No to Tuesday. Yes Wednesday,0
4725,Client name-Yong Sook Sohn-No Caregiver name-Eunjung Lim-No,0
4726,Sumi Ju No Lee Jaesoon No,0
4727,Sumi Ju No Lee BokDuk No,0
4728,"Yes, I will be attending the orientation on 09/28/21. Thank you.",0
4729,How is this?,0
4730,"Me No,Demetrio No, Ana Hilda No.",0
4731,I wish I was rich.,0
4732,"Laughed at Â¡Â°Rem:You have a Physical Therapy appointment: 09-21-2021, 03:00 pm, 7704 Quarterfield Road, Suite I, Glen Burnie MD 21061 - 4412 . <BR Txt STOP to OptOutÂ¡Â±",0
4733,"Haesu, No Client Ikjae Sung, No",0
4734,Still waiting. 25 mins was a lie,0
4735,Oh so sorry! Meant to send my my husband!!!,0
4736,"4305 Cami Way, Buford GA 30519. Thanks",0
4737,'Km m no n. Momm W. 'N w See is a very mw Meal. @,0
4738,Can you please send me the address thank you,0
4739,programs if you need financial help. i.familynutritioninfo.com/9FKT,0
4740,Questioned Â¡Â°Family Nutrition Info:Learn about available assistance,0
4741,Please send me a new earliest appointment time. Thanks.,0
4742,Thank you for your message. I will respond to you as soon as possible,0
4743,My no bebo Anwaya no,0
4744,Thank you for your message. I'll respond to you as soon as possible.,0
4745,Reply Â¡Â°STOPÂ¡Â± to opt out at any time.,0
4746,Thank you for your message. I'll respond as soon as possible.,0
4747,This line does not currently respond to text messages.,0
4748,Thank you for your message. IÂ¡Â¯ll respond to you as soon as possible.,0
4749,Byoung yong Ryoo NO Jung ja park NO,0
4750,"Pilar Andres, no. Client Angelina ilada, no.",0
4751,Thank you so much!!!,0
4754,Opci?n a bolso de mano,0
4755,STOP Veronica?Â¢Â¾?,0
4756,"9/28/2021 HCA:UH, SOOK YOUNG:NO Client:LEE, RUTH:NO LEE, YEON:NO",0
4759,"Yes, Interested",0
4760,"Hello, we are a new customer at 3795 Lake Seminole Dr, Buford, GA 30519. We would like to request an additional trash receptacle at your earliest convenience. Thank you Chris and Sarah Shy",0
4765,Can her later stop be after 3:30??,0
4767,Why didn't the gas grill get moved w the other articles paid for in the move??? There were several items out the back door pd for and not moved.another sign of your incompetent ce.,0
4768,No gracias no me mande m?s mensajes no soy mona vivo en Quito,0
4769,2 sores (mouth ulcers),0
4770,"No, thank you",0
4771,"Caroline no, Sungsook no",0
4772,Your phone is not working. Can you please call me when it is? Thanks,0
4773,Lee Kyung Soon No Kang Jum soon No,0
4775,Let's go to the old Texas Roadhouse in Johnston at 5:30. Ok?,0
4776,No I am not. All my insurance comes thru my retirement.,0
4777,We'll do a call ahead reservation,0
4778,Me no Kum ye so no,0
4779,Mija Hong No Jung Ahn No,0
4780,I was told 11:30am for check in,0
4781,"Client: Yon Soon Yong, NO Caregiver: Suk Yong, NO",0
4782,Yes thnx..,0
4783,James Kuehnert,0
4784,I did this. What I have is still better,0
4785,HCA Yunjeong Park No Client Kim Man Sung No,0
4786,I was on the phone for a long time,0
4787,Cancel Apt.,0
4788,Homemaker: Nam Park.Mi Kyung-No Client: Yoon.Jae Won-No 9/27/21,0
4789,Para dic 9 regresando enero 2/22,0
4790,Milo qmm m m,0
4791,I will be at apt on Tuesday,0
4792,"Anytime for me is great, sorry didn't realize I had a text",0
4793,Please call me your phones are not working,0
4794,I can attend 10/4,0
4796,I had a 11sm appt,0
4797,Please reprocess,0
4798,Register for text alerts,0
4799,my no bebo Anwaya no,0
4800,Meghana NO Client Raiben NO,0
4801,Can you put the Clamato in the fridge please on the table in the den area,0
4802,09/28/2021 Cathy Ramirez - NO Ok Kyong Bang - NO,0
4803,Call me when you can,0
4804,Hyo Joong Yoon NO Sara Saok Hong NO,0
4805,I can only text messages.!,0
4806,There's one problem I can no longer speak I had a Laryngectomy a few months ago.,0
4807,I mad my payment last week with the free operator charge 99. JoAnn overland,0
4808,txtacos ???,0
4809,Homemaker Kim. Hwaksil NO Client Moon. Suzanne NO 9/28/2021 Schedule,0
4810,This is paid Item cleared my account on 9/24 Please confirm receipt of payment,0
4811,Sung hee kang. No Client chungai ki. No boo ja Hong. No,0
4812,The phone number to call and verify our appt. 856 666-2811,0
4813,The number doesn't work,0
4814,Loved Â¡Â°Better Health: Thru Sun: Our BEST FOOD SALE EVER. 50% off 80+ brands. 25% off non-sale items. 2X point deals. https://t.zipy.us/qMY7z Txt STOP to OptOutÂ¡Â±,0
4815,I recommend her...,0
4816,Sharma is @3,0
4817,By save,0
4818,Bh save,0
4819,I sent it out today,0
4820,Is this in person?,0
4821,How long should the surgery take?,0
4822,You got the wrong number.,0
4823,8617 Darlina Drive,0
4824,I hv already shipped it back,0
4825,Silver bundle 800648464 Livesay,0
4826,Yes sir!,0
4827,Hope you are in TIP class,0
4828,Lakida times no client marilyn lee no client willie times no,0
4829,09/28/2021 Lee haeja No Client Dong Kim No,0
4830,I am going to be out of town on September 30th. Can I get an appointment on October 14th? Please call me or text me and let me know. Thanks,0
4831,Wrong #,0
4832,Sending it back tomorrow. By describing,0
4833,[Name] Mt view pain [Mobile] +1 720-316-8270 [Mobile] (720)7732464 [Home] +1 720-509-1595,0
4834,Noe no Paz Carmona no,0
4835,"Hi, I'm not sure if I ever recieved access to orientation",0
4836,We are all good No issue to report my other kids tested negative.,0
4837,Me:No Client: Yung Kim: No,0
4838,Please add me to text alerts,0
4839,Need to cancel app,0
4840,(Rio)no (Oliver))no,0
4841,I want email quotes only. No phone or text message.,0
4842,Please cancel...have a conflict,0
4843,I would but I don't have a babysitter. My daughter has not been feeling good yesterday and today. I am so sorry.,0
4844,"Ahn, Jenny - no Ko, Hae S - no 9/28/2021 Ahn, Jenny - no Park, Sung S - no 9/28/2021",0
4845,"I'm a patient of Dr Peter. I met with a PA on Sept 23rd, a very nice black lady. Anyway, she sent in a script for Roboxin for me. However, it said take 1 every 12 hrs. My dosage I've been taking since Dec 2017 ( different Dr) is to take 1 every 8 hrs. I take one in the morning, another in the afternoon and a third at bedtime. The PA who sent in the script a month earlier wrote it for 1 every 12 hrs, to see how I did and said if I did find would increase the dosage. I asked the pain clinic to write the script because my surgeon asked me to have someone else write it that sees me regularly because he hadn't seen me since 6 wks after my surgery on 12/17/17. So, a male PA I saw in August did write the script but he just wrote a 30 day script etc just to see how I tolerated it. I tolerate it fine since I've been taking it for 4 yrs. Anyways I need someone to send to Rite Aid at 60th and Kalamazoo in Grand Rapids a corrected script, giving me the third pill. Also the lady PA was supposed to send in a Celebrex script with refills on it, since I'm out. I think she just forgot. Anyway, call meat 6167060284 if you have questions Thanks Kim Gerstenberger",0
4846,Yes I'm moving,0
4847,"Annette No, Danny No, Elise No",0
4848,"I received a message reminder for 420 today. Then dr ho called from an unknown number today at 4, and my phone blocked the number. We are ready for the call",0
4849,Adtt te Tom es ji CD hay,0
4850,Wow! 1500 big ones... guess you are buying the first three rounds! Ha I just confirmed with Doug that we would attend the get together.,0
4851,No Michelle Mart?nez No maria Alva,0
4852,Y- I got a text at 3 on 9/30???,0
4853,Thanks Phyllis,0
4854,I'm trying to call and it's not working. This is quite frustrating!!,0
4855,"I am trying to call and let you know that my appointment is on 10/27, not 9/27.",0
4856,I'm sorry I can't come in till Monday of next week I will call ok,0
4857,"Hi, We received our new Red Oak dumpster and wanted to see how we could get our old Sanitation Solutions dumpster picked up. Can you please let us know? Thanks, LaManque 3406 Rosecliff Trace Buford, GA. 30519",0
4858,Yes. Ok thanks,0
4859,Thanks for the reminder. I will talk to Maxine at 3:30 Tomorrow,0
4860,Sharad Bamberg. Confirmed,0
4861,Wednesday September 29th,0
4862,Hi miss alma sorry my phones been disconnected for acople days rn can i give you a call around 4 im at work rn,0
4863,1: yes.,0
4864,"Chunhee Chung, No Kyong Ok Hong, No",0
4865,Can i put my order by text?,0
4866,"Eunjoo, no Jungja, no",0
4867,Was out of town when it arrived.,0
4868,Sent today!!,0
4869,covid-19. chae. sim: no. wol. bae: no.,0
4870,Disliked Â¡Â°Gamble Sands:Weekend Daily Deals are going fast. Only 17 tee times available so book now before they are gone! https://dd.golf/sf3jk Txt STOP to OptOutÂ¡Â±,0
4871,"Jungsook Kim, No Joo ya Jang, No",0
4872,You are now opted-in to receive messages from Crunch Lynn. Text STOP to opt-out.,0
4873,Congrats Phil,0
4874,How can I sign up for 401 k benefits?,0
4875,Who is this for,0
4876,Christy Moyer,0
4877,Hello. I live at 3639 Silver Fox Path Buford Ga in Quail Creek Subd off S. Bogan. When are you going to drop off your can and pick up the old one? Thanks.,0
4878,Ice packed,0
4879,Silver 104129408,0
4880,Chrissy and Gage,0
4881,Deborah Gonzalez,0
4882,Cara Hausler,0
4883,Leslie Gooley,0
4884,How much is it?,0
4885,Sofia Reyna,0
4886,Darren Mitchell,0
4887,Please ONLY send work related texts.,0
4888,Jarrod Gulley,0
4889,No need. It was a problem with the text but it is working now,0
4890,They did not,0
4891,Add me,0
4892,Elvira Rico-Castillo,0
4893,Sarah Choudhry,0
4894,you are welcome,0
4895,Thank you and have a nice evening.,0
4896,Text STOP stop and stop,0
4897,I am definitely interested in it but I can't do anything until I get back home around 10/6 I will call you then to work out the details.,0
4898,So what time do I check,0
4899,Will be there thanks,0
4900,Discupe pero eske no fui x k tengo grima y tos y nomas k me controle saco sita,0
4901,Saadia sakaff -no SHAHNAZ RIAZ -No,0
4902,"I need to reschedule, I'm still at work",0
4903,Bibijaan no Client no,0
4904,Chung hwasoon NO client chung oaksoon NO kim changsoo NO,0
4905,Kyung won no Young park no 9/27/2021,0
4906,Please process payment,0
4907,Sandra K Hermosa,0
4908,"I already have one for cheaper price. Thank you,Sara",0
4909,No 02236 Evalena Charo 86 Aline Grimaldo,0
4910,Jaleel White: no Genetta Henley (client): no Joseph Henley (client): no,0
4911,Angela Ford safe Diana Crawford safe Toney hall safe,0
4912,Gladis Madrid,0
4913,Y stop,0
4914,Khaleel farooqie NO Client Bilqees farooqie NO,0
4915,Silver bundle Associate # 800648464 Carolyn livesay,0
4916,Andrew Leyva,0
4917,"Kansas City, kansas",0
4918,I have tried all these places and they're not going to help me.,0
4919,"Loved Â¡Â°US Relocation Inc.:Hi, please fill out the cubic sheet sent to your email and I will revert with an accurate quote.Â¡Â±",0
4920,Tomorrow at 7:00@m,0
4921,"Is there a number to call and speak with a representative that's not automated,I've sent th check in the mail for 651$ on the 17th and it's still not been cashed and I'm getting concerned and cannot speak to anyone",0
4922,Sorry my open enrollment isn't until this January,0
4923,"Great, now stop reminding me",0
4924,I will pay the bal.on July payment tomorrow and set up time for next payment,0
4925,"Is there a number to call and speak with a representative that's not automated,I've sent th check in the mail for 651$ on the 17th and it's still not bee",0
4926,Stop write more this shit,0
4927,"Lawrenceville, Georgia",0
4928,Yes . I will send over the card. I plan on getting my Tb shot also. Most likely tomorrow or Wed!,0
4929,All silo wall packs out.,0
4930,I need the link to pay online where it doesn't cost me nothing,0
4931,What holidays are??,0
4932,FEMA:FEMA ID 3553 Case updated. Login to DisasterAssistance.gov to check status. Reply STOP to opt-out. Do not send any other info here.,0
4933,Cameron Downey,0
4934,Fucking bitch leave me the fick alone,1
4935,Dud? sobre Â¡Â°Oro Club: MANANA MARTES 28 Y MIERCOLES 29 NO TRABAJAMOS POR DIAS FESTIVOS REGRESAMOS JUEVES 30 LLAME HOY AL 1-800-245-4242. Txt STOP to OptOutÂ¡Â±,0
4936,Cancel apt,0
4937,Great looking forward,0
4938,Que ofertas tienen,0
4939,Hello! I'll call you. I need an insurance,0
4940,Disliked Â¡Â°FEMA:FEMA ID 9645 You are subscribed to FEMA text messages. Reply STOP to decline. Do not send any other info here.Â¡Â±,0
4941,STOP ALL!!!,0
4942,How is that actually working with me and helping me when I've responded multiple times?,0
4943,Florence Jeannette Esquivel,0
4944,Can you please make a note in the system the payment will be made on the 8th,0
4945,Amanda Sandoval,0
4946,ATTENTION O5-ASC 6 Exam Rm 60 cleaning COVID-19,0
4947,ATTENTION O5-ASC 6 Exam Rm 64 cleaning COVID-19,0
4948,Brian Wake,0
4949,1800 5033724,0
4950,I do not need insurance right now. I am looking to retire Mid 2022 and I was looking to see what my options were. Thank You!,0
4951,5'9. 180 lbs 56 years great shape don't ? cheapest plan I can get,0
4952,I am paying another full payment the 8th. Can you see if there is any way to defer the half I owe that's holding me back?,0
4953,Yard waste,0
4954,I need to know when my money for my lost,0
4955,Yes just paid it,0
4956,How much does it cost?,0
4957,2504 Ivy Plantation dr Buford ga,0
4958,Stop Stop Stop,0
4959,Sanitation solutions used to be out provider. We used to have bulk pickup when we called,0
4960,I need to where my money for my lost,0
4961,"10/07,, 10/21,",0
4962,A grill,0
4963,Amanda R. Flores,0
4964,Ok. Thank you.,0
4965,Where is my makeup classes?,0
4966,I'm trying to get in touch with a representative to no avail.,0
4967,"Dear Sir,Mam, I appreciate you following up per, our most recent phone call my wife & I are living on my SSDI which is not enough money for one person to live never mind two therefore I'm trying to get Health Ins to go with my Medicare that there is no monthly fee or copays for Drs or any of my prescriptions I've been told several times by people in medical care that I do meet the criteria for this type of extra help by a long shot I really hope you can get back to me ASAP with different options Thank You",0
4968,Rocio A Plata,0
4969,Fedx today,0
4970,Hopefully a whole payment or 530,0
4971,I'll pay 1/2 of a payment next Friday also,0
4972,What is the number?,0
4973,I can't push up my payday or I would. Taking the car means not getting to work...it's literally just 3 days I asked for help with.,0
